Tue Apr 19 14:29:00 2016    prof

         750002 function calls (710226 primitive calls) in 1.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 colors.py:1037(NoNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1442(Literal)
        1    0.000    0.000    0.000    0.000 core.py:723(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2744(Optional)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2084(StringStart)
        1    0.000    0.000    0.000    0.000 calendar.py:496(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:604(__init__)
        1    0.000    0.000    0.000    0.000 io.py:81(RawIOBase)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 ticker.py:218(IndexFormatter)
        1    0.000    0.000    0.000    0.000 core.py:5905(_frommethod)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 info.py:9(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:1212(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 Image.py:1951(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 urllib.py:989(addinfo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2626(NotAny)
        1    0.000    0.000    0.000    0.000 blocking_input.py:380(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 dependency_graph.py:32(Resolution)
        1    0.000    0.000    0.000    0.000 _structures.py:49(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2010(GoToColumn)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 colors.py:1109(LightSource)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1129(DrawEvent)
        1    0.000    0.000    0.000    0.000 cbook.py:81(todate)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 version.py:52(_BaseVersion)
        1    0.000    0.000    0.000    0.000 threading.py:55(_Verbose)
        1    0.000    0.000    0.000    0.000 Image.py:440(_E)
        1    0.000    0.000    0.000    0.000 scale.py:126(Log10Transform)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        1    0.000    0.000    0.000    0.000 Image.py:1956(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 patches.py:3257(BracketAB)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(__init__)
        1    0.000    0.000    0.000    0.000 SocketServer.py:614(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 tcpros_pubsub.py:363(QueuedConnection)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 backend_bases.py:63(ShowBase)
        1    0.000    0.000    0.000    0.000 art3d.py:92(Line3D)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2454(Each)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1100(Event)
        1    0.000    0.000    0.000    0.000 patches.py:3045(CurveA)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:167(UnsharpMask)
        1    0.000    0.000    0.000    0.000 arrayprint.py:387(FloatFormat)
        1    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 cyaml.py:52(CSafeDumper)
        1    0.000    0.000    0.000    0.000 cbook.py:1126(maxdict)
        1    0.000    0.000    0.000    0.000 mathtext.py:351(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 index.py:41(Index)
        1    0.000    0.000    0.000    0.000 main.py:77(UsageError)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:248(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 urllib2.py:136(URLError)
        1    0.000    0.000    0.000    0.000 info.py:50(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:895(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 utils.py:1353(WarningMessage)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 tz.py:554(tzstr)
        1    0.000    0.000    0.000    0.000 cbook.py:347(Bunch)
        1    0.000    0.000    0.000    0.000 patches.py:2477(Angle3)
        1    0.000    0.000    0.000    0.000 release_repository_specification.py:37(ReleaseRepositorySpecification)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 patches.py:1726(Square)
        1    0.000    0.000    0.000    0.000 patches.py:3338(BarAB)
        1    0.000    0.000    0.000    0.000 os_detect.py:353(__init__)
        1    0.000    0.000    0.000    0.000 tcpros_base.py:252(TCPROSServer)
        1    0.000    0.000    0.000    0.000 tcpros_service.py:380(ServiceProxy)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 compat.py:113(Pickler)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:918(end_params)
        1    0.000    0.000    0.000    0.000 tcpros_service.py:538(ServiceImpl)
        2    0.000    0.000    0.000    0.000 _iotools.py:20(_is_string_like)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1206(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 loader.py:21(SafeLoader)
        1    0.000    0.000    0.000    0.000 useful_math_functions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2903(Upcase)
        1    0.000    0.000    0.000    0.000 handlers.py:571(DatagramHandler)
        1    0.000    0.000    0.000    0.000 sources_list.py:589(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:2479(_section)
        1    0.000    0.000    0.000    0.000 patches.py:1664(_Base)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3143(OptionMenu)
        1    0.000    0.000    0.000    0.000 loader.py:31(Loader)
        1    0.000    0.000    0.000    0.000 info.py:30(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:1128(Comment)
        1    0.000    0.000    0.000    0.000 registration.py:78(RegistrationListener)
        1    0.000    0.000    0.000    0.000 transport.py:151(ProtocolHandler)
        1    0.000    0.000    0.000    0.000 mathtext.py:1661(Hrule)
        1    0.000    0.000    0.000    0.000 ticker.py:879(FixedLocator)
        1    0.000    0.000    0.000    0.000 errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 httplib.py:222(HTTPMessage)
        1    0.000    0.000    0.000    0.000 stack_manifest.py:53(StackManifest)
        1    0.000    0.000    0.000    0.000 random.py:801(SystemRandom)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:1936(getDOMImplementation)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 SocketServer.py:660(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2033(LineStart)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1991(Widget)
        1    0.000    0.000    0.000    0.000 roslogging.py:46(LoggingException)
        1    0.000    0.000    0.000    0.000 _compat.py:37(metaclass)
        1    0.000    0.000    0.000    0.000 core.py:125(MAError)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:180(BLUR)
        1    0.000    0.000    0.000    0.000 distro.py:454(HgConfig)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 __init__.py:936(PlaceHolder)
        1    0.000    0.000    0.000    0.000 getopt.py:38(GetoptError)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 BaseHTTPServer.py:102(HTTPServer)
        1    0.000    0.000    0.000    0.000 __init__.py:221(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 threading.py:736(_Timer)
        1    0.000    0.000    0.000    0.000 message.py:68(MessageException)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 rosdistro.py:179(RosRepository)
        1    0.000    0.000    0.000    0.000 mlab.py:2384(FormatFloat)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 _exceptions.py:115(SAXNotSupportedException)
        1    0.000    0.000    0.000    0.000 widgets.py:68(Button)
        1    0.000    0.000    0.000    0.000 case.py:97(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:44(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 xmlrpc.py:83(ThreadingXMLRPCServer)
        1    0.000    0.000    0.000    0.000 _SetLoggerLevel.py:161(SetLoggerLevelResponse)
        1    0.000    0.000    0.000    0.000 rosout.py:109(RosOutHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 info.py:349(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3154(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2663(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 scale.py:13(ScaleBase)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 httplib.py:1228(IncompleteRead)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:544(ExpatParser)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 SocketServer.py:610(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 rosdistrohelper.py:37(_RDCache)
        1    0.000    0.000    0.000    0.000 info.py:210(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2897(TokenConverter)
        1    0.000    0.000    0.000    0.000 minidom.py:1222(Identified)
        4    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
        1    0.000    0.000    0.000    0.000 mathtext.py:146(MathtextBackendBbox)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 __init__.py:102(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 tarfile.py:335(CompressionError)
        1    0.000    0.000    0.000    0.000 tcpros_base.py:356(TCPROSTransportProtocol)
        1    0.000    0.000    0.000    0.000 Tkinter.py:263(IntVar)
        1    0.000    0.000    0.000    0.000 dates.py:400(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 scale.py:338(InvertedSymmetricalLogTransform)
        6    0.000    0.000    0.000    0.000 {method 'fileno' of 'file' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2334(Or)
        1    0.000    0.000    0.000    0.000 patches.py:3373(Simple)
        1    0.000    0.000    0.000    0.000 __init__.py:123(UserDataHandler)
        1    0.000    0.000    0.000    0.000 ElementPath.py:237(_SelectorContext)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 gem.py:70(GemInstaller)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:564(SlowParser)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.000    0.000 dates.py:976(MinuteLocator)
        1    0.000    0.000    0.000    0.000 base.py:73(MsgGenerationException)
        1    0.000    0.000    0.000    0.000 redhat.py:154(YumInstaller)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 info.py:80(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:302(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 mathtext.py:1838(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mlab.py:2345(FormatObj)
        1    0.000    0.000    0.000    0.000 message.py:78(SerializationError)
        1    0.000    0.000    0.000    0.000 info.py:247(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:324(silent_list)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1204(GzipDecodedResponse)
        1    0.000    0.000    0.000    0.000 httplib.py:1211(NotConnected)
        1    0.000    0.000    0.000    0.000 dates.py:901(MonthLocator)
        1    0.000    0.000    0.000    0.000 validators.py:37(ParameterInvalid)
        1    0.000    0.000    0.000    0.000 SimpleXMLRPCServer.py:641(CGIXMLRPCRequestHandler)
        1    0.000    0.000    0.000    0.000 art3d.py:52(Text3D)
        1    0.000    0.000    0.000    0.000 cbook.py:838(Null)
        2    0.000    0.000    0.000    0.000 os_detect.py:188(__init__)
        1    0.000    0.000    0.000    0.000 io.py:87(TextIOBase)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 tcpros_service.py:671(Service)
        1    0.000    0.000    0.000    0.000 errors.py:59(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 paramserver.py:39(ParamServerCache)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 manifestlib.py:351(ROSDep)
        1    0.000    0.000    0.000    0.000 _structures.py:17(Infinity)
        1    0.000    0.000    0.000    0.000 tarfile.py:2488(_data)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 os_detect.py:448(FreeBSD)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:561(Skipper)
        1    0.000    0.000    0.000    0.000 colors.py:899(LogNorm)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 os_detect.py:291(OSX)
        1    0.000    0.000    0.000    0.000 handlers.py:365(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 pickle.py:1261(_EmptyClass)
        1    0.000    0.000    0.000    0.000 tarfile.py:2500(_ringbuffer)
        1    0.000    0.000    0.000    0.000 info.py:95(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3146(<lambda>)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 os_detect.py:216(Fedora)
        1    0.000    0.000    0.000    0.000 masterapi.py:49(MasterException)
        1    0.000    0.000    0.000    0.000 model.py:62(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        2    0.000    0.000    0.000    0.000 names.py:312(get_name)
        1    0.000    0.000    0.000    0.000 dviread.py:567(Tfm)
        1    0.000    0.000    0.000    0.000 rcsetup.py:314(ValidateInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:239(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 io.py:84(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 plistlib.py:230(PlistWriter)
        1    0.000    0.000    0.000    0.000 core.py:60(RosdepInternalError)
        1    0.000    0.000    0.000    0.000 decimal.py:3742(_ContextManager)
        1    0.000    0.000    0.000    0.000 packages.py:65(InvalidROSPkgException)
        1    0.000    0.000    0.000    0.000 __init__.py:949(append)
        1    0.000    0.000    0.000    0.000 Tkinter.py:307(BooleanVar)
        1    0.000    0.000    0.000    0.000 patches.py:2900(_Curve)
        1    0.000    0.000    0.000    0.000 SocketServer.py:568(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 ticker.py:860(IndexLocator)
        1    0.000    0.000    0.000    0.000 mathtext.py:253(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 httplib.py:1225(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 dates.py:425(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1251(Box)
        1    0.000    0.000    0.000    0.000 info.py:119(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5861(_maximum_operation)
        1    0.000    0.000    0.000    0.000 info.py:8(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 registration.py:72(Registration)
        1    0.000    0.000    0.000    0.000 doc_repository_specification.py:37(DocRepositorySpecification)
        1    0.000    0.000    0.000    0.000 rcsetup.py:148(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 tcpros_service.py:252(TCPService)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1754(Fill)
        1    0.000    0.000    0.000    0.000 offsetbox.py:275(VPacker)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1573(Word)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:270(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 source.py:60(DownloadFailed)
        1    0.000    0.000    0.000    0.000 mathtext.py:1681(Glue)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 resolver.py:164(Resolver)
        1    0.000    0.000    0.000    0.000 mathtext.py:1369(Accent)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 config.py:287(ConvertingDict)
        1    0.000    0.000    0.000    0.000 cbook.py:726(Sorter)
        1    0.000    0.000    0.000    0.000 units.py:48(AxisInfo)
        1    0.000    0.000    0.000    0.000 client.py:375(_WFM)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:270(Fault)
        1    0.000    0.000    0.000    0.000 pyparsing.py:211(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 relativedelta.py:15(weekday)
        1    0.000    0.000    0.000    0.000 ticker.py:264(FuncFormatter)
        1    0.000    0.000    0.000    0.000 distro.py:52(InvalidDistro)
        1    0.000    0.000    0.000    0.000 os_detect.py:184(OpenSuse)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 widgets.py:1080(HorizontalSpanSelector)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 message.py:74(DeserializationError)
        1    0.000    0.000    0.000    0.000 os_detect.py:251(__init__)
        1    0.000    0.000    0.000    0.000 ElementPath.py:112(prepare_self)
        1    0.000    0.000    0.000    0.000 lines.py:1103(VertexSelector)
        1    0.000    0.000    0.000    0.000 service.py:50(ServiceException)
        1    0.000    0.000    0.000    0.000 __init__.py:573(Filterer)
        1    0.000    0.000    0.000    0.000 urllib2.py:508(HTTPErrorProcessor)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2990(postParse)
        1    0.000    0.000    0.000    0.000 topics.py:243(_TopicImpl)
        1    0.000    0.000    0.000    0.000 cyaml.py:69(CDumper)
        1    0.000    0.000    0.000    0.000 axis.py:587(Ticker)
        1    0.000    0.000    0.000    0.000 __init__.py:61(DOMException)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1420(XView)
        1    0.000    0.000    0.000    0.000 mathtext.py:1291(Char)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2778(SkipTo)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 cbook.py:149(BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 tz.py:629(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 urllib2.py:883(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:899(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 stack.py:128(Stack)
        1    0.000    0.000    0.000    0.000 base.py:15(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:521(FilterCrutch)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 rosdistrohelper.py:33(PreRep137Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 dviread.py:463(Vf)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(WordStart)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 ticker.py:663(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 tarfile.py:326(TarError)
        1    0.000    0.000    0.000    0.000 package.py:331(InvalidPackage)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 httplib.py:1261(LineTooLong)
        1    0.000    0.000    0.000    0.000 handlers.py:1061(BufferingHandler)
        1    0.000    0.000    0.000    0.000 xmlrpc.py:150(XmlRpcNode)
        1    0.000    0.000    0.000    0.000 patches.py:2583(Arc)
        1    0.000    0.000    0.000    0.000 __init__.py:75(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:64(RankFilter)
        1    0.000    0.000    0.000    0.000 info.py:167(<module>)
        1    0.000    0.000    0.000    0.000 info.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1752(EmptyProvider)
        1    0.000    0.000    0.000    0.000 patches.py:2678(Bar)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        7    0.000    0.000    0.000    0.000 rcsetup.py:318(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:203(Patch3D)
        1    0.000    0.000    0.000    0.000 urllib.py:945(addbase)
        1    0.000    0.000    0.000    0.000 constructor.py:532(classobj)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:1915(_ImageCrop)
        1    0.000    0.000    0.000    0.000 info.py:44(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 httplib.py:1242(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 core.py:2395(_arraymethod)
        1    0.000    0.000    0.000    0.000 _internal.py:260(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 SocketServer.py:597(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 mathtext.py:1459(Hlist)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3697(Tributton)
        1    0.000    0.000    0.000    0.000 package.py:311(Url)
        1    0.000    0.000    0.000    0.000 patches.py:3441(Fancy)
        1    0.000    0.000    0.000    0.000 stacks.py:58(InvalidROSStackException)
        1    0.000    0.000    0.000    0.000 patches.py:2356(SimpleEvent)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 registration.py:58(set_topic_manager)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3470(LabelFrame)
        1    0.000    0.000    0.000    0.000 pyparsing.py:206(ParseFatalException)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 info.py:45(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2431(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:2422(FormatPercent)
        1    0.000    0.000    0.000    0.000 base.py:13(SparseWarning)
        1    0.000    0.000    0.000    0.000 {gc.isenabled}
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 codecs.py:717(__enter__)
        1    0.000    0.000    0.000    0.000 roslogging.py:141(RosStreamHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1237(UnknownHandler)
        1    0.000    0.000    0.000    0.000 bezier.py:15(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 urllib.py:974(addclosehook)
        1    0.000    0.000    0.000    0.000 zipfile.py:1265(PyZipFile)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:204(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:57(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 axis3d.py:423(YAxis)
        1    0.000    0.000    0.000    0.000 core.py:128(MaskError)
        1    0.000    0.000    0.000    0.000 parser.py:707(_attr)
        1    0.000    0.000    0.000    0.000 _GetLoggers.py:265(GetLoggers)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:818(ExpatBuilderNS)
        1    0.000    0.000    0.000    0.000 axis3d.py:428(ZAxis)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 xmlrpc.py:123(ForkingXMLRPCServer)
        1    0.000    0.000    0.000    0.000 triangulate.py:17(DuplicatePointWarning)
        1    0.000    0.000    0.000    0.000 tarfile.py:347(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1083(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 _SetLoggerLevel.py:239(SetLoggerLevel)
        1    0.000    0.000    0.000    0.000 msg_loader.py:57(MsgNotFound)
        1    0.000    0.000    0.000    0.000 dates.py:496(rrulewrapper)
        1    0.000    0.000    0.000    0.000 patches.py:2519(Angle)
        1    0.000    0.000    0.000    0.000 mathtext.py:1750(Fil)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2612(FollowedBy)
        1    0.000    0.000    0.000    0.000 art3d.py:241(PathPatch3D)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 distro.py:446(GitConfig)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2997(OnlyOnce)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 mathtext.py:1824(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 main.py:449(convert_os_override_option)
        1    0.000    0.000    0.000    0.000 socket.py:292(flush)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 httplib.py:1217(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(TransportInitError)
        1    0.000    0.000    0.000    0.000 Tkinter.py:97(Event)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
